method,method_display,n,complete_n,fixed_mask_n,local_clip_t_n,clip_t_mean,clip_t_std,clip_target_minus_source_mean,clip_target_minus_source_std,clip_direction_similarity_mean,clip_direction_similarity_std,local_clip_t_mean,local_clip_t_std,local_clip_t_full_prompt_mean,local_clip_t_full_prompt_std,local_clip_target_minus_source_mean,local_clip_target_minus_source_std,clip_image_source_similarity_mean,clip_image_source_similarity_std,dino_source_similarity_mean,dino_source_similarity_std,bg_dino_source_mean,bg_dino_source_std,lpips_full_mean,lpips_full_std,lpips_outside_mean,lpips_outside_std,bg_lpips_mean,bg_lpips_std,source_l1_mean,source_l1_std,inside_l1_mean,inside_l1_std,outside_l1_mean,outside_l1_std,bg_l1_mean,bg_l1_std,source_ssim_luma_mean,source_ssim_luma_std,bg_ssim_luma_mean,bg_ssim_luma_std,eval_mask_area_mean,eval_mask_area_std,dilated_edit_mask_area_mean,dilated_edit_mask_area_std,bg_mask_area_mean,bg_mask_area_std
ours_flux,Ours (FLUX),405,405,405,405,0.29848514714358765,0.0488610637493059,0.057807510686509404,0.06045325026633853,0.25053027523911475,0.13306194634887406,0.24837110189743983,0.04241472835126665,0.2997997722140065,0.047776259188150545,0.06179453443597864,0.06201435466699011,0.8308445609646079,0.11347464362943507,0.6944291043796657,0.3291971541172718,0.9978623241554072,0.007821909252627626,0.13878940706497725,0.10195997192126029,0.0129974739549877,0.022207997120975462,0.010599190253695405,0.019461899241587165,0.039381661514441176,0.024933646336608828,0.07754252692339597,0.040887731035537965,0.008933379780788573,0.010523292800619801,0.008629769709516018,0.01059431433770575,0.8708765463856052,0.08729519982365616,0.9723795904053583,0.04266135505402673,0.43846706814236114,0.24397230213740395,0.5064046223958333,0.2498946728186899,0.49359537760416666,0.2498946728186899
ours_sd3,Ours (SD3),405,405,405,405,0.30361372872635173,0.05058892993551124,0.061212131013104944,0.06311984074442406,0.2445918292221096,0.14395640462581052,0.2416841776282699,0.047457456445234074,0.3013456035543371,0.0526284022093992,0.06231622287520656,0.06340402829796837,0.8239677722807284,0.11740283783636898,0.7204120960868435,0.2697899168116258,0.9949720996397513,0.009745177068287477,0.16905179367757137,0.08560784483156585,0.02049085172834622,0.026080345216243406,0.017966456115669802,0.023791030969087253,0.051139508150977855,0.02799472428902323,0.09863879600148878,0.036225067405489635,0.015622053157400203,0.01016193925296175,0.015368909294498556,0.010118237530086857,0.8210792437702341,0.09131865903624549,0.9316450662083096,0.06253620322320186,0.43846706814236114,0.24397230213740395,0.5064046223958333,0.2498946728186899,0.49359537760416666,0.2498946728186899
