avg_beta_t,avg_cos_anchor_region,avg_cos_base_anchor,avg_cos_base_region,avg_cos_rec_base,avg_cos_rec_edit_total,avg_edit_norm,avg_mask_area,avg_rec_energy,avg_rec_norm,bg_dilate_px,bg_dino_source,bg_l1,bg_lpips,bg_lpips_x100,bg_mask_area,bg_psnr,bg_ssim,bg_ssim_luma,clip_direction_similarity,clip_image_source_similarity,clip_source_score,clip_t,clip_target_minus_source,clip_target_score,complete,dilated_edit_mask_area,dino_source_similarity,edit_score,eval_mask_area,failure_flag,failure_note,family,family_label,fill_texture_ratio,final_mask_area,fixed_eval_mask_area,flowedit_idx,inside_blue_ratio,inside_l1,inside_mask_l1,inside_mask_psnr,inside_mask_rmse,inside_texture_energy,local_clip_prompt,local_clip_source_score,local_clip_t,local_clip_t_full_prompt,local_clip_target_minus_source,local_clip_target_score,local_crop_box,lpips_full,lpips_outside,mask_path,mask_source,max_beta_t,max_edit_norm,max_rec_energy,max_rec_norm,method,method_display,missing,outside_l1,outside_mask_l1,outside_mask_psnr,outside_mask_rmse,peak_gpu_memory_gb,result_image,ring_texture_energy,run,runtime_seconds,seed,source_image,source_l1,source_prompt,source_psnr,source_rmse,source_ssim,source_ssim_luma,target_prompt,task
1.0,0.0,0.0,0.0,0.0,0.0,38.077762603759766,0.0,0.0,120.5252815246582,31,0.9996911287307739,0.009403679519891739,0.009243449196219444,0.9243449196219444,0.37699127197265625,36.708570981864234,0.9873581528663635,0.9873581528663635,0.33522236347198486,0.9893997311592102,0.24982351064682007,0.24928854405879974,-0.0005349665880203247,0.24928854405879974,True,0.6230087280273438,0.9420578479766846,-0.0005349665880203247,0.5634307861328125,,,F4,T4_local_recolor,0.8852424518994259,0.0,0.5634307861328125,0,0.0,0.024958277121186256,0.024958277121186256,27.435749222725775,0.04248274188701381,13.0184965133667,a black bear,0.24982351064682007,0.22312048077583313,0.24928854405879974,-0.0005349665880203247,0.24928854405879974,"0,0,512,512",0.071346715092659,0.011308069340884686,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,1.0,82.1311264038086,0.0,314.1700134277344,ours_flux,Ours (FLUX),,0.009572132490575314,0.009572132490575314,36.605186430378545,0.014782254615883582,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_multiseed_metric_runs/fe_000_bear_1_black_bear/ours_flux/seed_10/result.png,14.706136703491211,fe_000_bear_1_black_bear/ours_flux/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.018241161480545998,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",29.53790846765239,0.03335067103638319,0.9611438986878764,0.9611438986878764,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
1.0,0.0,0.0,0.0,0.0,0.0,38.17591171264648,0.0,0.0,120.5135627746582,31,0.9996911287307739,0.009403679519891739,0.009243449196219444,0.9243449196219444,0.37699127197265625,36.708570981864234,0.9873581528663635,0.9873581528663635,0.33742761611938477,0.9900884628295898,0.24973399937152863,0.24848657846450806,-0.0012474209070205688,0.24848657846450806,True,0.6230087280273438,0.9416100978851318,-0.0012474209070205688,0.5634307861328125,,,F4,T4_local_recolor,0.8839873695421848,0.0,0.5634307861328125,0,0.0,0.024931548163294792,0.024931548163294792,27.443384882864052,0.042445412234767194,13.000039100646973,a black bear,0.24973399937152863,0.22303399443626404,0.24848657846450806,-0.0012474209070205688,0.24848657846450806,"0,0,512,512",0.07125808298587799,0.011308069340884686,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,1.0,81.48098754882812,0.0,314.6337890625,ours_flux,Ours (FLUX),,0.009572132490575314,0.009572132490575314,36.605186430378545,0.014782254615883582,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_multiseed_metric_runs/fe_000_bear_1_black_bear/ours_flux/seed_11/result.png,14.706136703491211,fe_000_bear_1_black_bear/ours_flux/seed_11,,11,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.01822611130774021,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",29.544887837314235,0.03332388354783367,0.9609364997558592,0.9609364997558592,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
1.0,0.0,0.0,0.0,0.0,0.0,37.995798683166505,0.0,0.0,120.47283744812012,31,0.9996911287307739,0.009403679519891739,0.009243449196219444,0.9243449196219444,0.37699127197265625,36.708570981864234,0.9873581528663635,0.9873581528663635,0.3332318067550659,0.9896286725997925,0.25059086084365845,0.2496345043182373,-0.0009563565254211426,0.2496345043182373,True,0.6230087280273438,0.9413398504257202,-0.0009563565254211426,0.5634307861328125,,,F4,T4_local_recolor,0.8839332856997781,0.0,0.5634307861328125,0,0.0,0.02500169351696968,0.02500169351696968,27.418995532720288,0.042564763369926414,12.99924373626709,a black bear,0.25059086084365845,0.22288300096988678,0.2496345043182373,-0.0009563565254211426,0.2496345043182373,"0,0,512,512",0.07130387425422668,0.011308069340884686,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,1.0,82.2640151977539,0.0,314.0958557128906,ours_flux,Ours (FLUX),,0.009572132490575314,0.009572132490575314,36.605186430378545,0.014782254615883582,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_multiseed_metric_runs/fe_000_bear_1_black_bear/ours_flux/seed_12/result.png,14.706136703491211,fe_000_bear_1_black_bear/ours_flux/seed_12,,12,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.018265625461935997,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",29.522588420486002,0.03340954637656566,0.9608339061326349,0.9608339061326349,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
1.0,0.9405067910750707,1.0000000173846881,0.9405067935585976,-0.3865075819194317,9.60421205794167e-05,18.940609206755955,0.404541015625,0.009139651202228075,37.64178999265035,31,0.9998993873596191,0.005175611469894648,0.0028305836021900177,0.28305836021900177,0.37699127197265625,41.94252804489115,0.9964674115180969,0.9964674115180969,0.2215997874736786,0.9927393198013306,0.2626054584980011,0.2502463161945343,-0.012359142303466797,0.2502463161945343,True,0.6230087280273438,0.907063901424408,-0.012359142303466797,0.5634307861328125,,,F4,T4_local_recolor,0.83061358878345,0.404541015625,0.5634307861328125,0,0.0016384563303994584,0.025372570380568504,0.025372570380568504,26.46977244653567,0.04748007296370167,15.65254020690918,a black bear,0.2626054584980011,0.21657153964042664,0.2502463161945343,-0.012359142303466797,0.2502463161945343,"0,0,512,512",0.05291752889752388,0.0034942561760544777,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,1.0,46.82933044433594,0.020285334438085556,54.080162048339844,ours_sd3,Ours (SD3),,0.005278764292597771,0.005278764292597771,41.79888414759126,0.008129349449778975,27.527149200439453,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_multiseed_metric_runs/fe_000_bear_1_black_bear/ours_sd3/seed_10/result.png,18.84455108642578,fe_000_bear_1_black_bear/ours_sd3/seed_10,69.7006374259945,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.016600238159298897,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",28.863822488076657,0.03604199944107785,0.9175289449443969,0.9175289449443969,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
1.0,0.9407135571042696,1.0000000074505806,0.9407135422031084,-0.3865535023311774,0.0001029272414901546,18.86255794763565,0.404541015625,0.009138974002174413,37.64468113581339,31,0.9998993873596191,0.005175611469894648,0.0028305836021900177,0.28305836021900177,0.37699127197265625,41.94252804489115,0.9964674115180969,0.9964674115180969,0.23298457264900208,0.9926645159721375,0.2604285180568695,0.24896079301834106,-0.011467725038528442,0.24896079301834106,True,0.6230087280273438,0.9014764428138733,-0.011467725038528442,0.5634307861328125,,,F4,T4_local_recolor,0.8359612253961853,0.404541015625,0.5634307861328125,0,0.002092078537576168,0.025727609172463417,0.025727609172463417,26.331472997591074,0.04824211616742501,15.753314018249512,a black bear,0.2604285180568695,0.21633204817771912,0.24896079301834106,-0.011467725038528442,0.24896079301834106,"0,0,512,512",0.053879596292972565,0.0034942561760544777,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,1.0,46.82933044433594,0.020285334438085556,54.080162048339844,ours_sd3,Ours (SD3),,0.005278764292597771,0.005278764292597771,41.79888414759126,0.008129349449778975,27.527149200439453,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_multiseed_metric_runs/fe_000_bear_1_black_bear/ours_sd3/seed_11/result.png,18.84455108642578,fe_000_bear_1_black_bear/ours_sd3/seed_11,54.24620093498379,11,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.016800275072455406,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",28.72854732294392,0.03660771602426346,0.917277615011604,0.917277615011604,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
1.0,0.9405556494990984,1.000000034769376,0.9405556793014208,-0.3866073526442051,0.00010161054382251677,18.8684285680453,0.404541015625,0.009142036353296135,37.648168881734215,31,0.9998993873596191,0.005175611469894648,0.0028305836021900177,0.28305836021900177,0.37699127197265625,41.94252804489115,0.9964674115180969,0.9964674115180969,0.2341688871383667,0.9928851127624512,0.2612369656562805,0.24945580959320068,-0.011781156063079834,0.24945580959320068,True,0.6230087280273438,0.9026652574539185,-0.011781156063079834,0.5634307861328125,,,F4,T4_local_recolor,0.8354653231810778,0.404541015625,0.5634307861328125,0,0.0033581584292484766,0.025693541392683983,0.025693541392683983,26.367979982845,0.048039779003400125,15.743968963623047,a black bear,0.2612369656562805,0.2156989574432373,0.24945580959320068,-0.011781156063079834,0.24945580959320068,"0,0,512,512",0.053573064506053925,0.0034942561760544777,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,1.0,46.82933044433594,0.020285334438085556,54.080162048339844,ours_sd3,Ours (SD3),,0.005278764292597771,0.005278764292597771,41.79888414759126,0.008129349449778975,27.527149200439453,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_multiseed_metric_runs/fe_000_bear_1_black_bear/ours_sd3/seed_12/result.png,18.84455108642578,fe_000_bear_1_black_bear/ours_sd3/seed_12,76.21803894289769,12,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.016781078651547432,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",28.764264442221936,0.03645749105320693,0.9170730665105431,0.9170730665105431,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
1.0,0.0,0.0,0.0,0.0,0.0,117.48275260925293,0.0,0.0,85.59817657470703,31,0.9996911287307739,0.009403679519891739,0.009243449196219444,0.9243449196219444,0.37699127197265625,36.708570981864234,0.9873581528663635,0.9873581528663635,0.20753464102745056,0.7439498901367188,0.24254825711250305,0.3002360761165619,0.05768781900405884,0.3002360761165619,True,0.6230087280273438,0.47943541407585144,0.05768781900405884,0.5634307861328125,,,F5,T5_same_color_material,0.7665525656625074,0.0,0.5634307861328125,3,0.1382396750169262,0.1445566862821579,0.1445566862821579,12.884645953430564,0.22686510595180331,11.214756965637207,a sculpture of a bear,0.24254825711250305,0.23264765739440918,0.3002360761165619,0.05768781900405884,0.3002360761165619,"0,0,512,512",0.35742396116256714,0.011529265902936459,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_003_bear_4_sculpture_eval_mask.png,fixed_eval_mask,1.0,281.6578674316406,0.0,227.3255615234375,ours_flux,Ours (FLUX),,0.0097038634121418,0.0097038634121418,36.47371932164535,0.015007696344929182,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_multiseed_metric_runs/fe_003_bear_4_sculpture/ours_flux/seed_10/result.png,14.630121231079102,fe_003_bear_4_sculpture/ours_flux/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.08568411320447922,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",15.361540358216462,0.1705779858677971,0.6967882307781971,0.6967882307781971,"A large sculpture of a brown bear walking through a stream of water. The stream appears to be shallow, as the sculpture of the bear is able to walk through it without any difficulty.",fe_003_bear_4_sculpture
1.0,0.0,0.0,0.0,0.0,0.0,120.3012680053711,0.0,0.0,85.93446655273438,31,0.9996911287307739,0.009403679519891739,0.009243449196219444,0.9243449196219444,0.37699127197265625,36.708570981864234,0.9873581528663635,0.9873581528663635,0.17778554558753967,0.7140118479728699,0.2327193319797516,0.28355157375335693,0.05083224177360535,0.28355157375335693,True,0.6230087280273438,0.44538000226020813,0.05083224177360535,0.5634307861328125,,,F5,T5_same_color_material,0.7738165801157796,0.0,0.5634307861328125,3,0.12936357481381178,0.1463102400302887,0.1463102400302887,12.85048167828478,0.22775919338979211,11.316119194030762,a sculpture of a bear,0.2327193319797516,0.2212277352809906,0.28355157375335693,0.05083224177360535,0.28355157375335693,"0,0,512,512",0.36068597435951233,0.011560115963220596,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_003_bear_4_sculpture_eval_mask.png,fixed_eval_mask,1.0,285.8720397949219,0.0,227.67141723632812,ours_flux,Ours (FLUX),,0.009709598496556282,0.009709598496556282,36.467996757288375,0.015017587191942027,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_multiseed_metric_runs/fe_003_bear_4_sculpture/ours_flux/seed_11/result.png,14.623774528503418,fe_003_bear_4_sculpture/ours_flux/seed_11,,11,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.08667463064193726,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",15.32746986750901,0.17124839373865502,0.6906860937011993,0.6906860937011993,"A large sculpture of a brown bear walking through a stream of water. The stream appears to be shallow, as the sculpture of the bear is able to walk through it without any difficulty.",fe_003_bear_4_sculpture
1.0,0.0,0.0,0.0,0.0,0.0,114.9962200164795,0.0,0.0,86.20294570922852,31,0.9996911287307739,0.009403679519891739,0.009243449196219444,0.9243449196219444,0.37699127197265625,36.708570981864234,0.9873581528663635,0.9873581528663635,0.24170805513858795,0.728434681892395,0.23907995223999023,0.31179875135421753,0.0727187991142273,0.31179875135421753,True,0.6230087280273438,0.4887836277484894,0.0727187991142273,0.5634307861328125,,,F5,T5_same_color_material,0.7976307478496052,0.0,0.5634307861328125,3,0.1571157752200406,0.14342001080513,0.14342001080513,12.884389768353945,0.22687179729996454,11.650681495666504,a sculpture of a bear,0.23907995223999023,0.2510777413845062,0.31179875135421753,0.0727187991142273,0.31179875135421753,"0,0,512,512",0.3766475319862366,0.011561468243598938,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_003_bear_4_sculpture_eval_mask.png,fixed_eval_mask,1.0,284.244873046875,0.0,227.3341827392578,ours_flux,Ours (FLUX),,0.009718380868434906,0.009718380868434906,36.45060175511266,0.01504769265351953,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_multiseed_metric_runs/fe_003_bear_4_sculpture/ours_flux/seed_12/result.png,14.606610298156738,fe_003_bear_4_sculpture/ours_flux/seed_12,,12,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.08504998683929443,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",15.361205918860732,0.17058455388700616,0.6964410602253205,0.6964410602253205,"A large sculpture of a brown bear walking through a stream of water. The stream appears to be shallow, as the sculpture of the bear is able to walk through it without any difficulty.",fe_003_bear_4_sculpture
1.0,0.9335627978046735,0.9999999925494194,0.933562807738781,-0.38809676095843315,-0.0011239250015933067,76.1616284052531,0.387939453125,0.009271208627372593,41.033531268437706,31,0.9998993873596191,0.005175611469894648,0.0028305836021900177,0.28305836021900177,0.37699127197265625,41.94252804489115,0.9964674115180969,0.9964674115180969,0.2732880711555481,0.8007676005363464,0.27733200788497925,0.347514808177948,0.07018280029296875,0.347514808177948,True,0.6230087280273438,0.551008939743042,0.07018280029296875,0.5634307861328125,,,F5,T5_same_color_material,0.9887270940598345,0.387939453125,0.5634307861328125,3,0.019465132024373732,0.09472984075546265,0.09472984075546265,16.101837977552364,0.15664195728448896,18.580760955810547,a sculpture of a bear,0.27733200788497925,0.2736051678657532,0.347514808177948,0.07018280029296875,0.347514808177948,"0,0,512,512",0.24782387912273407,0.0034812819212675095,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_003_bear_4_sculpture_eval_mask.png,fixed_eval_mask,1.0,167.92103576660156,0.02033703774213791,58.056640625,ours_sd3,Ours (SD3),,0.005274892318993807,0.005274892318993807,41.80841118112986,0.008120437740185355,27.51022434234619,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_multiseed_metric_runs/fe_003_bear_4_sculpture/ours_sd3/seed_10/result.png,18.7926082611084,fe_003_bear_4_sculpture/ours_sd3/seed_10,46.583831555908546,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.05567656457424164,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",18.584397715294415,0.11770098958343862,0.747405024828754,0.747405024828754,"A large sculpture of a brown bear walking through a stream of water. The stream appears to be shallow, as the sculpture of the bear is able to walk through it without any difficulty.",fe_003_bear_4_sculpture
