method,method_display,seed,n,complete_n,fixed_mask_n,local_clip_t_n,clip_t,clip_target_minus_source,clip_direction_similarity,local_clip_t,local_clip_t_full_prompt,local_clip_target_minus_source,clip_image_source_similarity,dino_source_similarity,bg_dino_source,lpips_full,lpips_outside,bg_lpips,source_l1,inside_l1,outside_l1,bg_l1,source_ssim_luma,bg_ssim_luma,eval_mask_area,dilated_edit_mask_area,bg_mask_area
ours_flux,Ours (FLUX),10,135,135,135,135,0.2900477898341638,0.05170827353442157,0.27049015852174274,0.24847921066814,0.2893094755985119,0.055291969743039876,0.828590124183231,0.6971791134940253,0.9988324319874798,0.13638627587783117,0.009516564461605244,0.008067370755371586,0.03641549727913958,0.0768837121280807,0.004333026046623234,0.0041746785161430365,0.8870413114433595,0.9914062804645962,0.43846706814236114,0.5064046223958333,0.49359537760416666
ours_flux,Ours (FLUX),11,135,135,135,135,0.2902692810252861,0.051053892683099816,0.2725403047684166,0.2487658699353536,0.29026568399535285,0.05467299653424157,0.8303882537064728,0.6994682074145034,0.9986197396560952,0.13670990610564196,0.009622299527378616,0.008053518971158795,0.036472055157301606,0.07693252749051209,0.004361863041089641,0.004179332033662057,0.8871082118250059,0.9912963196083352,0.43846706814236114,0.5064046223958333,0.49359537760416666
ours_flux,Ours (FLUX),12,135,135,135,135,0.29143079684840306,0.05122726934927481,0.27273740518700196,0.24980831896817243,0.2912317752838135,0.05479721504229086,0.8291028967610112,0.6994505440747296,0.9987511886490716,0.13684360602939571,0.009563055217990444,0.008054888081527746,0.036450900637579185,0.07691451075866267,0.004344387599956934,0.004180227826496035,0.8870392701510111,0.9913032094637553,0.43846706814236114,0.5064046223958333,0.49359537760416666
ours_sd3,Ours (SD3),10,135,135,135,135,0.29823446340031096,0.057060056704062,0.2697184735978091,0.24133005484386727,0.2969035491899208,0.058168295798478306,0.8323728047035358,0.7309068481127421,0.9985484193872523,0.14521549591035754,0.005974892560388307,0.0051412393512388615,0.039845747855940354,0.0876149172515229,0.0029347252975976852,0.002828909767817499,0.8719925209928683,0.9939399154097945,0.43846706814236114,0.5064046223958333,0.49359537760416666
ours_sd3,Ours (SD3),11,135,135,135,135,0.29783687503249556,0.05610930213221797,0.26936587980362,0.24040456955079678,0.2961974402268728,0.05715126042012815,0.8341494591147811,0.730378387482078,0.9985500728642499,0.14495367060105005,0.0059842535130209635,0.005162175542540758,0.039860865639315714,0.08777138322453808,0.00291621027453975,0.002808737313952642,0.8720510945986351,0.9939502914746602,0.43846706814236114,0.5064046223958333,0.49359537760416666
ours_sd3,Ours (SD3),12,135,135,135,135,0.2986123708663163,0.05724262451684033,0.269831473538997,0.2411600915370164,0.2966107670907621,0.057901965357639175,0.8328103674782648,0.7311445310159966,0.9985070749565407,0.145385403117096,0.005975303575299525,0.005149518451920206,0.03990337904887619,0.08790497157584738,0.0029291233851971034,0.0028241461858636253,0.8718748279435579,0.9939369325284605,0.43846706814236114,0.5064046223958333,0.49359537760416666
