method,method_display,n,complete_n,fixed_mask_n,local_clip_t_n,clip_t,clip_target_minus_source,clip_direction_similarity,local_clip_t,local_clip_t_full_prompt,local_clip_target_minus_source,clip_image_source_similarity,dino_source_similarity,bg_dino_source,lpips_full,lpips_outside,bg_lpips,source_l1,inside_l1,outside_l1,bg_l1,source_ssim_luma,bg_ssim_luma,eval_mask_area,dilated_edit_mask_area,bg_mask_area
ours_flux,Ours (FLUX),135,135,135,135,0.2990922705994712,0.058874003644342775,0.2489150287307523,0.2481400351833414,0.30033505514816,0.06286106805006662,0.8280153614503366,0.6907551671067874,0.9964578575558133,0.14581417083326315,0.018461970140924676,0.01451101626487259,0.04436977020016423,0.0814727286911673,0.015131916198879481,0.014612020546984341,0.8535648596153318,0.9503066632482741,0.43846706814236114,0.5064046223958333,0.49359537760416666
ours_sd3,Ours (SD3),135,135,135,135,0.30385661478395815,0.061709072744404826,0.24509336843534751,0.24204063691474773,0.30159920012509384,0.0627715899988457,0.8229607122915762,0.7180063667120757,0.9949638234244452,0.17026461161397122,0.020540353780207053,0.01800450340185004,0.05134145814787459,0.09956015142853614,0.015604582735923704,0.015349302478824501,0.8202587803391772,0.9316309818515072,0.43846706814236114,0.5064046223958333,0.49359537760416666
