avg_beta_t,avg_cos_anchor_region,avg_cos_base_anchor,avg_cos_base_region,avg_cos_rec_base,avg_cos_rec_edit_total,avg_edit_norm,avg_mask_area,avg_rec_energy,avg_rec_norm,bg_dilate_px,bg_dino_source,bg_l1,bg_lpips,bg_lpips_x100,bg_mask_area,bg_psnr,bg_ssim,bg_ssim_luma,clip_direction_similarity,clip_image_source_similarity,clip_source_score,clip_t,clip_target_minus_source,clip_target_score,complete,dilated_edit_mask_area,dino_source_similarity,edit_score,eval_mask_area,failure_flag,failure_note,fill_texture_ratio,final_mask_area,fixed_eval_mask_area,inside_blue_ratio,inside_l1,inside_mask_l1,inside_mask_psnr,inside_mask_rmse,inside_texture_energy,local_clip_source_score,local_clip_t_full_prompt,local_clip_target_minus_source,local_clip_target_score,local_crop_box,lpips_full,lpips_outside,mask_path,mask_source,max_beta_t,max_edit_norm,max_rec_energy,max_rec_norm,method,method_display,missing,outside_l1,outside_mask_l1,outside_mask_psnr,outside_mask_rmse,peak_gpu_memory_gb,result_image,ring_texture_energy,run,runtime_seconds,seed,source_image,source_l1,source_prompt,source_psnr,source_rmse,source_ssim,source_ssim_luma,target_prompt,task
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9996911287307739,0.009403679519891739,0.009243449196219444,0.9243449196219444,0.37699127197265625,36.708570981864234,0.9873581528663635,0.9873581528663635,0.32611244916915894,0.989621639251709,0.24984949827194214,0.24835190176963806,-0.0014975965023040771,0.24835190176963806,True,0.6230087280273438,0.9421511888504028,-0.0014975965023040771,0.5634307861328125,,,0.8933412154805337,0.0,0.5634307861328125,0.0,0.0262636486440897,0.0262636486440897,26.955732302488546,0.04489659292472056,13.137598037719727,0.24984949827194214,0.24835190176963806,-0.0014975965023040771,0.24835190176963806,"0,0,512,512",0.07205916196107864,0.011308069340884686,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,dece_rf_flux,dece_rf_flux,,0.009572132490575314,0.009572132490575314,36.605186430378545,0.014782254615883582,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit118_dece_metric_runs/fe_000_bear_1_black_bear/dece_rf_flux/seed_10/result.png,14.706136703491211,fe_000_bear_1_black_bear/dece_rf_flux/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.01897665299475193,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",29.097043884576777,0.03508712675355083,0.9626544966182595,0.9626544966182595,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9998993873596191,0.005175611469894648,0.0028305836021900177,0.28305836021900177,0.37699127197265625,41.94252804489115,0.9964674115180969,0.9964674115180969,0.26867568492889404,0.9881425499916077,0.2660955786705017,0.2616218626499176,-0.0044737160205841064,0.2616218626499176,True,0.6230087280273438,0.8821735382080078,-0.0044737160205841064,0.5634307861328125,,,0.8482189018349444,0.0,0.5634307861328125,0.0015098171970209884,0.032402630895376205,0.032402630895376205,24.320243175897474,0.0608117975768289,15.984304428100586,0.2660955786705017,0.2616218626499176,-0.0044737160205841064,0.2616218626499176,"0,0,512,512",0.08545372635126114,0.0034942561760544777,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,dece_rf_sd3,dece_rf_sd3,,0.005278764292597771,0.005278764292597771,41.79888414759126,0.008129349449778975,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit118_dece_metric_runs/fe_000_bear_1_black_bear/dece_rf_sd3/seed_10/result.png,18.84455108642578,fe_000_bear_1_black_bear/dece_rf_sd3/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.02056119032204151,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",26.752113915781898,0.0459615116756263,0.8968192809238964,0.8968192809238964,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9995282292366028,0.03128218278288841,0.016339769586920738,1.6339769586920738,0.37699127197265625,26.917640776138036,0.8809377551078796,0.8809377551078796,0.285625696182251,0.7641485333442688,0.25940650701522827,0.34260207414627075,0.08319556713104248,0.34260207414627075,True,0.6230087280273438,0.6145650148391724,0.08319556713104248,0.5634307861328125,,,0.8776153688633247,0.0,0.5634307861328125,0.03975626269465132,0.0801301822066307,0.0801301822066307,17.16127604350602,0.13865521156235125,15.089862823486328,0.25940650701522827,0.34260207414627075,0.08319556713104248,0.34260207414627075,"0,0,512,512",0.17025360465049744,0.0207376666367054,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/eval_masks/fe_003_bear_4_sculpture_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,dece_rf_flux,dece_rf_flux,,0.032531529664993286,0.032531529664993286,26.570380131399553,0.04693328938681169,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit118_dece_metric_runs/fe_003_bear_4_sculpture/dece_rf_flux/seed_10/result.png,17.194164276123047,fe_003_bear_4_sculpture/dece_rf_flux/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.05935007333755493,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",19.283480357398673,0.10859903899012613,0.7490665537667641,0.7490665537667641,"A large sculpture of a brown bear walking through a stream of water. The stream appears to be shallow, as the sculpture of the bear is able to walk through it without any difficulty.",fe_003_bear_4_sculpture
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9991918802261353,0.03939857706427574,0.03492755442857742,3.4927554428577423,0.37699127197265625,24.759543953796207,0.7921563386917114,0.7921563386917114,0.28832751512527466,0.8118733167648315,0.2626645863056183,0.33455100655555725,0.07188642024993896,0.33455100655555725,True,0.6230087280273438,0.7018661499023438,0.07188642024993896,0.5634307861328125,,,0.9388346513999113,0.0,0.5634307861328125,0.0004265402843601896,0.10375671088695526,0.10375671088695526,15.85902857893852,0.16108257782210136,17.045970916748047,0.2626645863056183,0.33455100655555725,0.07188642024993896,0.33455100655555725,"0,0,512,512",0.2619011700153351,0.044152092188596725,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/eval_masks/fe_003_bear_4_sculpture_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,dece_rf_sd3,dece_rf_sd3,,0.04097570478916168,0.04097570478916168,24.40680704519492,0.0602087551117157,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit118_dece_metric_runs/fe_003_bear_4_sculpture/dece_rf_sd3/seed_10/result.png,18.15652084350586,fe_003_bear_4_sculpture/dece_rf_sd3/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.0763484537601471,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",17.904238089193942,0.12728818547108192,0.6363023724199384,0.6363023724199384,"A large sculpture of a brown bear walking through a stream of water. The stream appears to be shallow, as the sculpture of the bear is able to walk through it without any difficulty.",fe_003_bear_4_sculpture
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9992483258247375,0.010633077472448349,0.03188053146004677,3.188053146004677,0.702667236328125,36.65588353009296,0.9847401976585388,0.9847401976585388,0.2277618944644928,0.9586777091026306,0.2524993419647217,0.25076913833618164,-0.001730203628540039,0.25076913833618164,True,0.297332763671875,0.9203829169273376,-0.001730203628540039,0.23633575439453125,,,0.955682879801215,0.0,0.23633575439453125,1.614100784452981e-05,0.038436125963926315,0.038436125963926315,23.491250496847105,0.06690174954862618,14.121503829956055,0.2540878355503082,0.24325862526893616,-0.01082921028137207,0.24325862526893616,"39,75,512,494",0.06102003529667854,0.03373151272535324,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/eval_masks/fe_004_bear_grass_1_black_bear_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,dece_rf_flux,dece_rf_flux,,0.010759732685983181,0.010759732685983181,36.5920985885444,0.014804545210133146,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit118_dece_metric_runs/fe_004_bear_grass_1_black_bear/dece_rf_flux/seed_10/result.png,14.776349067687988,fe_004_bear_grass_1_black_bear/dece_rf_flux/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear_grass.png,0.01730065606534481,A large brown bear walking through a grassy field.,29.118008054315037,0.035002542958415254,0.9747822838769143,0.9747822838769143,A large black bear walking through a grassy field.,fe_004_bear_grass_1_black_bear
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9998856782913208,0.005830611567944288,0.009609156288206577,0.9609156288206577,0.702667236328125,41.75010962356279,0.9959540963172913,0.9959540963172913,0.18543797731399536,0.9284070134162903,0.2293923795223236,0.23018035292625427,0.0007879734039306641,0.23018035292625427,True,0.297332763671875,0.7795486450195312,0.0007879734039306641,0.23633575439453125,,,0.8042524376550448,0.0,0.23633575439453125,4.842302353358944e-05,0.06462790071964264,0.06462790071964264,17.7434404063617,0.1296665571147134,15.549419403076172,0.2290063053369522,0.23068538308143616,0.0016790777444839478,0.23068538308143616,"39,75,512,494",0.0703202560544014,0.010333256796002388,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/eval_masks/fe_004_bear_grass_1_black_bear_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,dece_rf_sd3,dece_rf_sd3,,0.005902431905269623,0.005902431905269623,41.68314318485072,0.008238399360236497,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit118_dece_metric_runs/fe_004_bear_grass_1_black_bear/dece_rf_sd3/seed_10/result.png,19.334003448486328,fe_004_bear_grass_1_black_bear/dece_rf_sd3/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear_grass.png,0.019781358540058136,A large brown bear walking through a grassy field.,23.951863697247386,0.06344637519783489,0.9485169960647193,0.9485169960647193,A large black bear walking through a grassy field.,fe_004_bear_grass_1_black_bear
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9992590546607971,0.046286825090646744,0.054928794503211975,5.4928794503211975,0.702667236328125,23.955463807156097,0.7823382616043091,0.7823382616043091,0.2548869252204895,0.8084313869476318,0.2595924139022827,0.3411436676979065,0.08155125379562378,0.3411436676979065,True,0.297332763671875,0.46199968457221985,0.08155125379562378,0.23633575439453125,,,0.996469210311038,0.0,0.23633575439453125,0.0102333989734319,0.11033588647842407,0.11033588647842407,14.982496322005623,0.17818665859434527,18.80272102355957,0.25934216380119324,0.343176931142807,0.08383476734161377,0.343176931142807,"39,75,512,494",0.16736294329166412,0.06339985132217407,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/eval_masks/fe_007_bear_grass_4_sculpture_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,dece_rf_flux,dece_rf_flux,,0.04704444482922554,0.04704444482922554,23.84905779466127,0.06420178608741106,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit118_dece_metric_runs/fe_007_bear_grass_4_sculpture/dece_rf_flux/seed_10/result.png,18.86934471130371,fe_007_bear_grass_4_sculpture/dece_rf_flux/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear_grass.png,0.06200246885418892,A large brown bear walking through a grassy field.,19.725891538055254,0.10320611332155652,0.7203094100037181,0.7203094100037181,A large sculpture of a brown bear walking through a grassy field.,fe_007_bear_grass_4_sculpture
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9975177645683289,0.0566682368516922,0.11167192459106445,11.167192459106445,0.702667236328125,22.327326373981506,0.6503735780715942,0.6503735780715942,0.18683527410030365,0.8342642188072205,0.28356122970581055,0.3384014070034027,0.05484017729759216,0.3384014070034027,True,0.297332763671875,0.6085542440414429,0.05484017729759216,0.23633575439453125,,,0.9598947157784696,0.0,0.23633575439453125,3.228201568905962e-05,0.11587009578943253,0.11587009578943253,14.931020746804569,0.1792457894245713,18.161731719970703,0.29981017112731934,0.3703497350215912,0.07053956389427185,0.3703497350215912,"39,75,512,494",0.23873382806777954,0.13092105090618134,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/eval_masks/fe_007_bear_grass_4_sculpture_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,dece_rf_sd3,dece_rf_sd3,,0.05759597569704056,0.05759597569704056,22.19625187329441,0.07765821543169345,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit118_dece_metric_runs/fe_007_bear_grass_4_sculpture/dece_rf_sd3/seed_10/result.png,18.92054557800293,fe_007_bear_grass_4_sculpture/dece_rf_sd3/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear_grass.png,0.07136823982000351,A large brown bear walking through a grassy field.,19.136847709640193,0.11044793857604947,0.6001259048661707,0.6001259048661707,A large sculpture of a brown bear walking through a grassy field.,fe_007_bear_grass_4_sculpture
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9960203170776367,0.00846473965793848,0.0030545054469257593,0.30545054469257593,0.3699378967285156,40.99534579551232,0.9961796402931213,0.9961796402931213,0.08532736450433731,0.9889928698539734,0.23617801070213318,0.1677623987197876,-0.06841561198234558,0.1677623987197876,True,0.6300621032714844,0.8541325330734253,-0.06841561198234558,0.5396537780761719,,,1.3561131201216865,0.0,0.5396537780761719,9.189422268090792e-05,0.019819965586066246,0.019819965586066246,26.331049398338266,0.04824446892845741,3.2560079097747803,0.23617801070213318,0.1677623987197876,-0.06841561198234558,0.1677623987197876,"0,0,512,512",0.039504967629909515,0.0030881264247000217,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/eval_masks/fe_010_beer_glass_1_cocktail_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,dece_rf_flux,dece_rf_flux,,0.00861868541687727,0.00861868541687727,40.554923331755255,0.00938110146804817,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit118_dece_metric_runs/fe_010_beer_glass_1_cocktail/dece_rf_flux/seed_10/result.png,2.4009854793548584,fe_010_beer_glass_1_cocktail/dece_rf_flux/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/beer_glass.png,0.01466350257396698,A wine glass filled with beer.,28.872031927028317,0.03600795056142181,0.9720981299522473,0.9720981299522473,"A wine glass filled with a vibrant red cocktail, garnished with an orange wedge.",fe_010_beer_glass_1_cocktail
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9972004890441895,0.004393778275698423,0.0029461432714015245,0.29461432714015245,0.3699378967285156,45.171671317995404,0.9940866231918335,0.9940866231918335,0.2811257839202881,0.7874715328216553,0.1805756390094757,0.2585267424583435,0.0779511034488678,0.2585267424583435,True,0.6300621032714844,0.7411556839942932,0.0779511034488678,0.5396537780761719,,,2.0342620848040234,0.0,0.5396537780761719,0.0013572069811334092,0.0771196261048317,0.0771196261048317,15.572864692243549,0.16647796764422554,4.593714237213135,0.1805756390094757,0.2585267424583435,0.0779511034488678,0.2585267424583435,"0,0,512,512",0.14282532036304474,0.00492584053426981,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/eval_masks/fe_010_beer_glass_1_cocktail_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,dece_rf_sd3,dece_rf_sd3,,0.004800087306648493,0.004800087306648493,41.89660977507626,0.008038398109501521,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit118_dece_metric_runs/fe_010_beer_glass_1_cocktail/dece_rf_sd3/seed_10/result.png,2.2581722736358643,fe_010_beer_glass_1_cocktail/dece_rf_sd3/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/beer_glass.png,0.043827593326568604,A wine glass filled with beer.,18.243085222719838,0.1224181293579127,0.8741970008877413,0.8741970008877413,"A wine glass filled with a vibrant red cocktail, garnished with an orange wedge.",fe_010_beer_glass_1_cocktail
