avg_beta_t,avg_cos_anchor_region,avg_cos_base_anchor,avg_cos_base_region,avg_cos_rec_base,avg_cos_rec_edit_total,avg_edit_norm,avg_mask_area,avg_rec_energy,avg_rec_norm,bg_dilate_px,bg_dino_source,bg_l1,bg_lpips,bg_lpips_x100,bg_mask_area,bg_psnr,bg_ssim,bg_ssim_luma,clip_direction_similarity,clip_image_source_similarity,clip_source_score,clip_t,clip_target_minus_source,clip_target_score,complete,dilated_edit_mask_area,dino_source_similarity,edit_score,eval_mask_area,failure_flag,failure_note,family,family_label,fill_texture_ratio,final_mask_area,fixed_eval_mask_area,flowedit_idx,inside_blue_ratio,inside_l1,inside_mask_l1,inside_mask_psnr,inside_mask_rmse,inside_texture_energy,local_clip_prompt,local_clip_source_score,local_clip_t,local_clip_t_full_prompt,local_clip_target_minus_source,local_clip_target_score,local_crop_box,lpips_full,lpips_outside,mask_path,mask_source,max_beta_t,max_edit_norm,max_rec_energy,max_rec_norm,method,method_display,missing,outside_l1,outside_mask_l1,outside_mask_psnr,outside_mask_rmse,peak_gpu_memory_gb,result_image,ring_texture_energy,run,runtime_seconds,seed,source_image,source_l1,source_prompt,source_psnr,source_rmse,source_ssim,source_ssim_luma,target_prompt,task
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9996911287307739,0.009403679519891739,0.009243449196219444,0.9243449196219444,0.37699127197265625,36.708570981864234,0.9873581528663635,0.9873581528663635,0.24227775633335114,0.9875472187995911,0.259174108505249,0.25268393754959106,-0.006490170955657959,0.25268393754959106,True,0.6230087280273438,0.8937762975692749,-0.006490170955657959,0.5634307861328125,,,F4,T4_local_recolor,0.8937229151165118,0.0,0.5634307861328125,0,6.770480704129993e-06,0.025863219052553177,0.025863219052553177,27.30984835298718,0.043103008329678436,13.143211364746094,a black bear,0.259174108505249,0.21922114491462708,0.25268393754959106,-0.006490170955657959,0.25268393754959106,"0,0,512,512",0.08452752232551575,0.011308069340884686,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,fluxabl_adaptive,FLUX w/o adaptive controller,,0.009572132490575314,0.009572132490575314,36.605186430378545,0.014782254615883582,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_ablation_metric_runs_20260624/fe_000_bear_1_black_bear/fluxabl_adaptive/seed_10/result.png,14.706136703491211,fe_000_bear_1_black_bear/fluxabl_adaptive/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.018751036375761032,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",29.422662230597854,0.03379612350003126,0.954040781608417,0.954040781608417,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.999602735042572,0.02980085462331772,0.015370686538517475,1.5370686538517475,0.37699127197265625,27.16136603605717,0.8876970410346985,0.8876970410346985,0.21654300391674042,0.9887465238571167,0.2570474147796631,0.2477174699306488,-0.009329944849014282,0.2477174699306488,True,0.6230087280273438,0.9025716781616211,-0.009329944849014282,0.5634307861328125,,,F4,T4_local_recolor,0.845483834845303,0.0,0.5634307861328125,0,0.0016452268111035884,0.0494072362780571,0.0494072362780571,22.985272221469263,0.07091471942232971,15.32280445098877,a black bear,0.2570474147796631,0.21447895467281342,0.2477174699306488,-0.009329944849014282,0.2477174699306488,"0,0,512,512",0.08338157087564468,0.01906348019838333,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,fluxabl_nofinal,FLUX w/o final restore,,0.03104022517800331,0.03104022517800331,26.82363169142029,0.04558462804222757,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_ablation_metric_runs_20260624/fe_000_bear_1_black_bear/fluxabl_nofinal/seed_10/result.png,18.123119354248047,fe_000_bear_1_black_bear/fluxabl_nofinal/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.04138876870274544,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",24.27057829420313,0.06116050818008803,0.83008112530486,0.83008112530486,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9996911287307739,0.009403679519891739,0.009243449196219444,0.9243449196219444,0.37699127197265625,36.708570981864234,0.9873581528663635,0.9873581528663635,0.3391636610031128,0.9897613525390625,0.2502627372741699,0.24954940378665924,-0.0007133334875106812,0.24954940378665924,True,0.6230087280273438,0.9431352019309998,-0.0007133334875106812,0.5634307861328125,,,F4,T4_local_recolor,0.8847671755433124,0.0,0.5634307861328125,0,0.0,0.025085115805268288,0.025085115805268288,27.3879419352552,0.04271721230913997,13.011507034301758,a black bear,0.2502627372741699,0.22309496998786926,0.24954940378665924,-0.0007133334875106812,0.24954940378665924,"0,0,512,512",0.07060246169567108,0.011308069340884686,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,fluxabl_opsupport,FLUX w/o operation support,,0.009572132490575314,0.009572132490575314,36.605186430378545,0.014782254615883582,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_ablation_metric_runs_20260624/fe_000_bear_1_black_bear/fluxabl_opsupport/seed_10/result.png,14.706136703491211,fe_000_bear_1_black_bear/fluxabl_opsupport/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.01831263117492199,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",29.494181262894436,0.033518990998426014,0.9603905635092126,0.9603905635092126,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9996911287307739,0.009403679519891739,0.009243449196219444,0.9243449196219444,0.37699127197265625,36.708570981864234,0.9873581528663635,0.9873581528663635,0.33522236347198486,0.9893997311592102,0.24982351064682007,0.24928854405879974,-0.0005349665880203247,0.24928854405879974,True,0.6230087280273438,0.9420578479766846,-0.0005349665880203247,0.5634307861328125,,,F4,T4_local_recolor,0.8852424518994259,0.0,0.5634307861328125,0,0.0,0.024958277121186256,0.024958277121186256,27.435749222725775,0.04248274188701381,13.0184965133667,a black bear,0.24982351064682007,0.22312048077583313,0.24928854405879974,-0.0005349665880203247,0.24928854405879974,"0,0,512,512",0.071346715092659,0.011308069340884686,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,ours_flux,Ours (FLUX),,0.009572132490575314,0.009572132490575314,36.605186430378545,0.014782254615883582,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_ablation_metric_runs_20260624/fe_000_bear_1_black_bear/ours_flux/seed_10/result.png,14.706136703491211,fe_000_bear_1_black_bear/ours_flux/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.018241161480545998,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",29.53790846765239,0.03335067103638319,0.9611438986878764,0.9611438986878764,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9998993873596191,0.005175611469894648,0.0028305836021900177,0.28305836021900177,0.37699127197265625,41.94252804489115,0.9964674115180969,0.9964674115180969,0.2215997874736786,0.9927393198013306,0.2626054584980011,0.2502463161945343,-0.012359142303466797,0.2502463161945343,True,0.6230087280273438,0.907063901424408,-0.012359142303466797,0.5634307861328125,,,F4,T4_local_recolor,0.83061358878345,0.0,0.5634307861328125,0,0.0016384563303994584,0.025372570380568504,0.025372570380568504,26.46977244653567,0.04748007296370167,15.65254020690918,a black bear,0.2626054584980011,0.21657153964042664,0.2502463161945343,-0.012359142303466797,0.2502463161945343,"0,0,512,512",0.05291752889752388,0.0034942561760544777,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,ours_sd3,Ours (SD3),,0.005278764292597771,0.005278764292597771,41.79888414759126,0.008129349449778975,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_ablation_metric_runs_20260624/fe_000_bear_1_black_bear/ours_sd3/seed_10/result.png,18.84455108642578,fe_000_bear_1_black_bear/ours_sd3/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.016600238159298897,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",28.863822488076657,0.03604199944107785,0.9175289449443969,0.9175289449443969,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9998993873596191,0.005175611469894648,0.0028305836021900177,0.28305836021900177,0.37699127197265625,41.94252804489115,0.9964674115180969,0.9964674115180969,0.21137595176696777,0.99271559715271,0.2618130147457123,0.24882853031158447,-0.012984484434127808,0.24882853031158447,True,0.6230087280273438,0.8845422863960266,-0.012984484434127808,0.5634307861328125,,,F4,T4_local_recolor,0.8197603697662301,0.0,0.5634307861328125,0,0.0027014218009478673,0.026634367182850838,0.026634367182850838,25.996117519704285,0.05014113079120852,15.448016166687012,a black bear,0.2618130147457123,0.21593473851680756,0.24882853031158447,-0.012984484434127808,0.24882853031158447,"0,0,512,512",0.06202618032693863,0.0034942561760544777,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,sd3abl_adaptive,SD3 w/o adaptive controller,,0.005278764292597771,0.005278764292597771,41.79888414759126,0.008129349449778975,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_ablation_metric_runs_20260624/fe_000_bear_1_black_bear/sd3abl_adaptive/seed_10/result.png,18.84455108642578,fe_000_bear_1_black_bear/sd3abl_adaptive/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.01731116883456707,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",28.400145541309563,0.038018302589665,0.9115021839060894,0.9115021839060894,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.999358057975769,0.03878259286284447,0.030305521562695503,3.0305521562695503,0.37699127197265625,24.945495029800444,0.800330638885498,0.800330638885498,0.1714988797903061,0.9890846610069275,0.26608529686927795,0.252853125333786,-0.013232171535491943,0.252853125333786,True,0.6230087280273438,0.9139688014984131,-0.013232171535491943,0.5634307861328125,,,F4,T4_local_recolor,0.8488228908918809,0.0,0.5634307861328125,0,0.0008124576844955991,0.052207328379154205,0.052207328379154205,22.518241588110023,0.07483209787564837,15.335622787475586,a black bear,0.26608529686927795,0.2159063220024109,0.252853125333786,-0.013232171535491943,0.252853125333786,"0,0,512,512",0.1204085648059845,0.036917105317115784,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,sd3abl_nofinal,SD3 w/o final restore,,0.040057480335235596,0.040057480335235596,24.671722796509652,0.058400136227603976,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_ablation_metric_runs_20260624/fe_000_bear_1_black_bear/sd3abl_nofinal/seed_10/result.png,18.06692886352539,fe_000_bear_1_black_bear/sd3abl_nofinal/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.04690307751297951,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",23.331006934351382,0.06814745684351843,0.7477072197713414,0.7477072197713414,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9998993873596191,0.005175611469894648,0.0028305836021900177,0.28305836021900177,0.37699127197265625,41.94252804489115,0.9964674115180969,0.9964674115180969,0.0640416070818901,0.9985746145248413,0.2663304805755615,0.24118158221244812,-0.025148898363113403,0.24118158221244812,True,0.6230087280273438,0.9899630546569824,-0.025148898363113403,0.5634307861328125,,,F4,T4_local_recolor,0.8950523341564126,0.0,0.5634307861328125,0,1.3540961408259987e-05,0.020604006946086884,0.020604006946086884,29.095123579659642,0.035094884787956304,16.866859436035156,a black bear,0.2663304805755615,0.21036118268966675,0.24118158221244812,-0.025148898363113403,0.24118158221244812,"0,0,512,512",0.02711007371544838,0.0034942561760544777,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_000_bear_1_black_bear_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,sd3abl_opsupport,SD3 w/o operation support,,0.005278764292597771,0.005278764292597771,41.79888414759126,0.008129349449778975,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_ablation_metric_runs_20260624/fe_000_bear_1_black_bear/sd3abl_opsupport/seed_10/result.png,18.84455108642578,fe_000_bear_1_black_bear/sd3abl_opsupport/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.013913477770984173,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",31.409810323392037,0.02688496552000547,0.9246851880401262,0.9246851880401262,"A large black bear walking through a stream of water. The stream appears to be shallow, as the black bear is able to walk through it without any difficulty.",fe_000_bear_1_black_bear
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9996911287307739,0.009403679519891739,0.009243449196219444,0.9243449196219444,0.37699127197265625,36.708570981864234,0.9873581528663635,0.9873581528663635,0.2613855004310608,0.703087568283081,0.22627019882202148,0.3125757575035095,0.08630555868148804,0.3125757575035095,True,0.6230087280273438,0.42662718892097473,0.08630555868148804,0.5634307861328125,,,F5,T5_same_color_material,0.8107844938872831,0.0,0.5634307861328125,3,0.0850778605280975,0.13839581608772278,0.13839581608772278,13.18221384611826,0.21922461078392608,11.84461784362793,a sculpture of a bear,0.22627019882202148,0.264793336391449,0.3125757575035095,0.08630555868148804,0.3125757575035095,"0,0,512,512",0.3588082790374756,0.011741804890334606,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_003_bear_4_sculpture_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,fluxabl_adaptive,FLUX w/o adaptive controller,,0.009806937538087368,0.009806937538087368,36.39535011839332,0.015143717313066574,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_ablation_metric_runs_20260624/fe_003_bear_4_sculpture/fluxabl_adaptive/seed_10/result.png,14.60883617401123,fe_003_bear_4_sculpture/fluxabl_adaptive/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.08225786685943604,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",15.657780007691871,0.16485836926940672,0.7083623532822209,0.7083623532822209,"A large sculpture of a brown bear walking through a stream of water. The stream appears to be shallow, as the sculpture of the bear is able to walk through it without any difficulty.",fe_003_bear_4_sculpture
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.9990329742431641,0.03850892186164856,0.0211658775806427,2.11658775806427,0.37699127197265625,25.88830483473972,0.8689280152320862,0.8689280152320862,0.23102980852127075,0.7349007725715637,0.24440713226795197,0.3121466338634491,0.06773950159549713,0.3121466338634491,True,0.6230087280273438,0.4694057106971741,0.06773950159549713,0.5634307861328125,,,F5,T5_same_color_material,0.7194794123038902,0.0,0.5634307861328125,3,0.1383073798239675,0.15564803779125214,0.15564803779125214,12.725117164069557,0.23107030723833075,11.819914817810059,a sculpture of a bear,0.24440713226795197,0.23905757069587708,0.3121466338634491,0.06773950159549713,0.3121466338634491,"0,0,512,512",0.380166232585907,0.026372982189059258,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_135/eval_masks/fe_003_bear_4_sculpture_eval_mask.png,fixed_eval_mask,0.0,0.0,0.0,0.0,fluxabl_nofinal,FLUX w/o final restore,,0.039346206933259964,0.039346206933259964,25.665126858642747,0.05208871659631659,,/cluster/users/grad/2025/25t8103/project/outputs/flowedit135_ablation_metric_runs_20260624/fe_003_bear_4_sculpture/fluxabl_nofinal/seed_10/result.png,16.42842674255371,fe_003_bear_4_sculpture/fluxabl_nofinal/seed_10,,10,/cluster/users/grad/2025/25t8103/project/_baselines/src/FlowEdit/Data/Images/bear.png,0.10487423092126846,"A large brown bear walking through a stream of water. The stream appears to be shallow, as the bear is able to walk through it without any difficulty.",15.04899215696259,0.17682773829774573,0.6133911098543362,0.6133911098543362,"A large sculpture of a brown bear walking through a stream of water. The stream appears to be shallow, as the sculpture of the bear is able to walk through it without any difficulty.",fe_003_bear_4_sculpture
