method,method_display,n,complete_n,fixed_mask_n,local_clip_t_n,clip_t,clip_target_minus_source,clip_direction_similarity,local_clip_t,local_clip_t_full_prompt,local_clip_target_minus_source,clip_image_source_similarity,dino_source_similarity,bg_dino_source,lpips_full,lpips_outside,bg_lpips,source_l1,inside_l1,outside_l1,bg_l1,source_ssim_luma,bg_ssim_luma,eval_mask_area,dilated_edit_mask_area,bg_mask_area
fluxabl_adaptive,FLUX w/o adaptive controller,42,42,42,42,0.2907647185382389,0.042633846402168274,0.2530170562011855,0.2476151521716799,0.2880497691886766,0.04662156956536429,0.8657740553220113,0.7846455969625995,0.9984333699657804,0.12484706144425131,0.016523976511269297,0.013638698584795097,0.03205030474678746,0.0721326593442687,0.00642896403414419,0.0059827085219911254,0.9002130798519207,0.9859504032702673,0.370373044695173,0.4341268085298084,0.5658731914701915
fluxabl_nofinal,FLUX w/o final restore,42,42,42,42,0.28039499265807016,0.030489200282664525,0.24095321491005875,0.23980667832351865,0.2812359528172584,0.03513516627606891,0.8797414785339719,0.8068738998401732,0.996837188800176,0.10859475107420058,0.02428499639721676,0.019850989266636872,0.03492744167202285,0.06450075718263786,0.016482035163789988,0.015834208034599822,0.883706729974248,0.947820911804835,0.370373044695173,0.4341268085298084,0.5658731914701915
fluxabl_opsupport,FLUX w/o operation support,42,42,42,42,0.2917148077062198,0.042914765931311105,0.2502925434992427,0.24924258568457194,0.29005920816035496,0.04680588628564562,0.8520995733283815,0.777408399042629,0.9986701295489356,0.1440840151959232,0.017589971266889257,0.014581852161687234,0.039988985628865305,0.08722145815512963,0.0064432802984291425,0.005816977487051017,0.8787260600164924,0.9866809248924255,0.370373044695173,0.4341268085298084,0.5658731914701915
ours_flux,Ours (FLUX),42,42,42,42,0.27774481368916376,0.028860312842187427,0.23545387019181535,0.2380564489534923,0.2756670500550951,0.03329329973175412,0.8815669204507556,0.8152118598421415,0.9989223338308788,0.095453730363044,0.013149146508242535,0.011269435121080494,0.0255156885056446,0.05669708787241862,0.005275290014521618,0.005006107947944353,0.9217042952336941,0.9892096803301856,0.370373044695173,0.4341268085298084,0.5658731914701915
ours_sd3,Ours (SD3),42,42,42,42,0.29310880282095503,0.03893513338906424,0.2620513556259019,0.23718381850492387,0.28983426590760547,0.039958960243633816,0.8860092475300744,0.8365393465473538,0.9982001994337354,0.10922797560869228,0.011792626181670044,0.010048090394039241,0.02926244000194683,0.07075347935426093,0.004216474020116341,0.003917632758938929,0.9057679435347519,0.9912883752868289,0.370373044695173,0.4341268085298084,0.5658731914701915
sd3abl_adaptive,SD3 w/o adaptive controller,42,42,42,42,0.2919180418054263,0.037132900385629566,0.2566435878785948,0.23737076847326188,0.2870667353272438,0.03763479029848462,0.886078268289566,0.8362677828187034,0.9978369218962533,0.11041623256391003,0.01183444054324701,0.010050748091045881,0.029240001092797945,0.07078805996016377,0.004224822769867301,0.003928174082483608,0.9065427313929595,0.9912980113710675,0.370373044695173,0.4341268085298084,0.5658731914701915
sd3abl_nofinal,SD3 w/o final restore,42,42,42,42,0.29427009111359004,0.03997860423156193,0.24670660571150838,0.23717815251577468,0.28962295928171705,0.04078217205547151,0.875106223991939,0.8336491811843145,0.9945661695230574,0.13361671522614502,0.030842495547923527,0.027499615738980493,0.041018192789384296,0.08043153854530483,0.017787131248041987,0.017428563763609246,0.848632622084017,0.9227357946691059,0.370373044695173,0.4341268085298084,0.5658731914701915
sd3abl_opsupport,SD3 w/o operation support,42,42,42,42,0.2858860315311523,0.026847664444219498,0.23117348556185052,0.22893615386315755,0.2810295901837803,0.027836941182613373,0.9080810234660194,0.8560554704495839,0.9983086784680685,0.08507353834630478,0.012395839491329667,0.01055464757558054,0.022952460295831163,0.06383544222141306,0.004346984880006251,0.003955209166243938,0.9247583901128209,0.991056950319381,0.370373044695173,0.4341268085298084,0.5658731914701915
