family_label,method,method_display,n,complete_n,fixed_mask_n,local_clip_t_n,clip_t,clip_target_minus_source,clip_direction_similarity,local_clip_t,local_clip_t_full_prompt,local_clip_target_minus_source,clip_image_source_similarity,dino_source_similarity,bg_dino_source,lpips_full,lpips_outside,bg_lpips,source_l1,inside_l1,outside_l1,bg_l1,source_ssim_luma,bg_ssim_luma,eval_mask_area,dilated_edit_mask_area,bg_mask_area
T1_attached_accessory,fluxabl_adaptive,FLUX w/o adaptive controller,6,6,6,6,0.3016011069218318,0.052732701102892555,0.3466334318121274,0.2714434191584587,0.2835821807384491,0.05859754731257757,0.8811534444491068,0.9787284433841705,0.9963717559973398,0.06128484755754471,0.050950441509485245,0.04453437635675073,0.013577953757097324,0.03960191085934639,0.01145399819749097,0.01001007086597383,0.9620676594726607,0.9739449818929037,0.10808944702148438,0.15178426106770834,0.8482157389322916
T1_attached_accessory,fluxabl_nofinal,FLUX w/o final restore,6,6,6,6,0.2956682989994685,0.04243127008279165,0.32767422248919803,0.25223489105701447,0.274979164203008,0.05041849613189697,0.887391189734141,0.9660292565822601,0.9933853546778361,0.07886987303694089,0.06619540850321452,0.05978408766289552,0.02686343000580867,0.05479923666765293,0.024430515865484875,0.023115336584548157,0.9111362884469333,0.9220857818921407,0.10808944702148438,0.15178426106770834,0.8482157389322916
T1_attached_accessory,fluxabl_opsupport,FLUX w/o operation support,6,6,6,6,0.29616982241471607,0.05370486776034037,0.3024725740154584,0.26940884937842685,0.2782825430234273,0.058303179840246834,0.8398993909358978,0.9827477931976318,0.9956069588661194,0.06639480032026768,0.05823723102609316,0.05259057351698478,0.014702843502163887,0.040863794895509876,0.012641130946576595,0.010927349717045823,0.9600941463365658,0.9712814490000407,0.10808944702148438,0.15178426106770834,0.8482157389322916
T1_attached_accessory,ours_flux,Ours (FLUX),6,6,6,6,0.28354348490635556,0.03124774992465973,0.29496431971589726,0.2509854659438133,0.26430348803599674,0.0397757887840271,0.8983469704786936,0.9805779854456583,0.9969580769538879,0.04948393783221642,0.04110006149858236,0.03586546409254273,0.011137928891306123,0.033718909757832684,0.009456790595625838,0.008130126477529606,0.9725782856650168,0.981801837682724,0.10808944702148438,0.15178426106770834,0.8482157389322916
T1_attached_accessory,ours_sd3,Ours (SD3),6,6,6,6,0.30544255673885345,0.057122367123762764,0.34014540910720825,0.2564896419644356,0.2824046115080516,0.06044876823822657,0.8849485715230306,0.9565790891647339,0.9920033117135366,0.06774801450471084,0.056446101516485214,0.04876580834388733,0.01417583537598451,0.04597290139645338,0.01145614559451739,0.009743373608216643,0.9570722632047928,0.9726168314615885,0.10808944702148438,0.15178426106770834,0.8482157389322916
T1_attached_accessory,sd3abl_adaptive,SD3 w/o adaptive controller,6,6,6,6,0.30558208624521893,0.056220086912314095,0.33316798011461896,0.268996628622214,0.2784843295812607,0.06266383578379948,0.8620743155479431,0.9611271421114603,0.9893098870913187,0.06791557495792706,0.05681399628520012,0.04877217051883539,0.014056626552095016,0.044554404293497406,0.011428912946333488,0.009753496230890354,0.9571677285492135,0.9724273681640625,0.10808944702148438,0.15178426106770834,0.8482157389322916
T1_attached_accessory,sd3abl_nofinal,SD3 w/o final restore,6,6,6,6,0.30502021312713623,0.06143308927615484,0.32964841773112613,0.258042333026727,0.28111150364081067,0.06455035756031673,0.8729544579982758,0.9386573731899261,0.9845315515995026,0.10910055413842201,0.09320420399308205,0.08384475174049537,0.032720500603318214,0.06515403029819329,0.029643417646487553,0.02807194956888755,0.862978681847331,0.8784769078095754,0.10808944702148438,0.15178426106770834,0.8482157389322916
T1_attached_accessory,sd3abl_opsupport,SD3 w/o operation support,6,6,6,6,0.30613263448079425,0.05780428151289622,0.329144723713398,0.2573950837055842,0.28253885606924695,0.060884383817513786,0.880089004834493,0.9570461809635162,0.9927334785461426,0.06926809685925643,0.05781468376517296,0.050322789077957474,0.01429601494843761,0.045996831730008125,0.011595879526187977,0.00990048322516183,0.9567145745453526,0.9722040891647339,0.10808944702148438,0.15178426106770834,0.8482157389322916
T2_container_insertion,fluxabl_adaptive,FLUX w/o adaptive controller,9,9,9,9,0.27508128848340774,0.01651726994249556,0.19517755384246507,0.24591153860092163,0.2778419570790397,0.020176468624009028,0.9299241436852349,0.8302065398957994,0.9999420311715868,0.11488390755322245,0.007485704962164164,0.0027818703221985036,0.02690724480069346,0.057868884669409856,0.002907094002390901,0.0016445466996325802,0.9113345559998596,0.9970730675591363,0.44202550252278644,0.5188653733995225,0.48113462660047746
T2_container_insertion,fluxabl_nofinal,FLUX w/o final restore,9,9,9,9,0.26650436056984794,0.007057131992446052,0.1900893027583758,0.23382915390862358,0.2686663104428185,0.009504843089315627,0.9457754956351386,0.8604935076501634,0.9977669517199198,0.09725049634774525,0.018304550192422338,0.011189968764988912,0.028853830157054797,0.049486356476942696,0.011936466002629863,0.010290556483798556,0.9129784254896942,0.9757102462980483,0.44202550252278644,0.5188653733995225,0.48113462660047746
