family,task,task_label,seed,method,method_display,selected_run,selected_result_image,selected_source_image,selection_reason,metric_status,metric_note,metric_file,metric_result_image
T1_attached_accessory,cat_crown,Cat crown,10,base_only,RF recon,base_only,outputs/pretty_matrix/cat_crown/base_only/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/base_only/seed_10/result.png
T1_attached_accessory,cat_crown,Cat crown,10,direct_target,Direct target,direct_target,outputs/pretty_matrix/cat_crown/direct_target/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/direct_target/seed_10/result.png
T1_attached_accessory,cat_crown,Cat crown,10,adaptive_full_generic_support,Generic support,adaptive_full_generic_support,outputs/pretty_matrix/cat_crown/adaptive_full_generic_support/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/adaptive_full_generic_support/seed_10/result.png
T1_attached_accessory,cat_crown,Cat crown,10,flowedit,FlowEdit,flowedit,outputs/e2_t1_t4_baseline_matrix/cat_crown/flowedit/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/flowedit/seed_10/result.png
T1_attached_accessory,cat_crown,Cat crown,10,splitflow,SplitFlow,splitflow,outputs/e2_t1_t4_baseline_matrix/cat_crown/splitflow/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/splitflow/seed_10/result.png
T1_attached_accessory,cat_crown,Cat crown,10,sam_flow_sd3,Sam-Flow-SD3,sam_flow_sd3,outputs/e2_t1_t4_baseline_matrix/cat_crown/sam_flow_sd3/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/sam_flow_sd3/seed_10/result.png
T1_attached_accessory,cat_crown,Cat crown,10,fireflow,FireFlow,fireflow,outputs/e2_t1_t4_baseline_matrix/cat_crown/fireflow/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/fireflow/seed_10/result.png
T1_attached_accessory,cat_crown,Cat crown,10,rf_solver_edit,RF-Solver-Edit,rf_solver_edit,outputs/e2_t1_t4_baseline_matrix/cat_crown/rf_solver_edit/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/rf_solver_edit/seed_10/result.png
T1_attached_accessory,cat_crown,Cat crown,10,reflex,ReFlex,reflex,outputs/e2_t1_t4_baseline_matrix/cat_crown/reflex/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/reflex/seed_10/result.png
T1_attached_accessory,cat_crown,Cat crown,10,sam_flow_flux,Sam-Flow-FLUX,sam_flow_flux,outputs/e2_t1_t4_baseline_matrix/cat_crown/sam_flow_flux/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/sam_flow_flux/seed_10/result.png
T1_attached_accessory,cat_crown,Cat crown,10,support_v3_fixed,Fixed DeCE,support_v3_fixed,outputs/pretty_matrix/cat_crown/support_v3_fixed/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/support_v3_fixed/seed_10/result.png
T1_attached_accessory,cat_crown,Cat crown,10,support_v3_controller_rmsgap,DeCE-RF,support_v3_controller_rmsgap_t1t4_3seed_20260609,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap_t1t4_3seed_20260609/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,formal T1-T4 three-seed DeCE-RF rerun,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/phase2_selected_metric_refresh_20260612/cat_crown/support_v3_controller_rmsgap/seed_10/result.png
T1_attached_accessory,cat_crown,Cat crown,11,base_only,RF recon,base_only,outputs/pretty_matrix/cat_crown/base_only/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/base_only/seed_11/result.png
T1_attached_accessory,cat_crown,Cat crown,11,direct_target,Direct target,direct_target,outputs/pretty_matrix/cat_crown/direct_target/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/direct_target/seed_11/result.png
T1_attached_accessory,cat_crown,Cat crown,11,adaptive_full_generic_support,Generic support,adaptive_full_generic_support,outputs/pretty_matrix/cat_crown/adaptive_full_generic_support/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/adaptive_full_generic_support/seed_11/result.png
T1_attached_accessory,cat_crown,Cat crown,11,flowedit,FlowEdit,flowedit,outputs/e2_t1_t4_baseline_matrix/cat_crown/flowedit/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/flowedit/seed_11/result.png
T1_attached_accessory,cat_crown,Cat crown,11,splitflow,SplitFlow,splitflow,outputs/e2_t1_t4_baseline_matrix/cat_crown/splitflow/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/splitflow/seed_11/result.png
T1_attached_accessory,cat_crown,Cat crown,11,sam_flow_sd3,Sam-Flow-SD3,sam_flow_sd3,outputs/e2_t1_t4_baseline_matrix/cat_crown/sam_flow_sd3/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/sam_flow_sd3/seed_11/result.png
T1_attached_accessory,cat_crown,Cat crown,11,fireflow,FireFlow,fireflow,outputs/e2_t1_t4_baseline_matrix/cat_crown/fireflow/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/fireflow/seed_11/result.png
T1_attached_accessory,cat_crown,Cat crown,11,rf_solver_edit,RF-Solver-Edit,rf_solver_edit,outputs/e2_t1_t4_baseline_matrix/cat_crown/rf_solver_edit/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/rf_solver_edit/seed_11/result.png
T1_attached_accessory,cat_crown,Cat crown,11,reflex,ReFlex,reflex,outputs/e2_t1_t4_baseline_matrix/cat_crown/reflex/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/reflex/seed_11/result.png
T1_attached_accessory,cat_crown,Cat crown,11,sam_flow_flux,Sam-Flow-FLUX,sam_flow_flux,outputs/e2_t1_t4_baseline_matrix/cat_crown/sam_flow_flux/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/sam_flow_flux/seed_11/result.png
T1_attached_accessory,cat_crown,Cat crown,11,support_v3_fixed,Fixed DeCE,support_v3_fixed,outputs/pretty_matrix/cat_crown/support_v3_fixed/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/support_v3_fixed/seed_11/result.png
T1_attached_accessory,cat_crown,Cat crown,11,support_v3_controller_rmsgap,DeCE-RF,support_v3_controller_rmsgap_t1t4_3seed_20260609,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap_t1t4_3seed_20260609/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,formal T1-T4 three-seed DeCE-RF rerun,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/phase2_selected_metric_refresh_20260612/cat_crown/support_v3_controller_rmsgap/seed_11/result.png
T1_attached_accessory,cat_crown,Cat crown,12,base_only,RF recon,base_only,outputs/pretty_matrix/cat_crown/base_only/seed_12/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/base_only/seed_12/result.png
T1_attached_accessory,cat_crown,Cat crown,12,direct_target,Direct target,direct_target,outputs/pretty_matrix/cat_crown/direct_target/seed_12/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/direct_target/seed_12/result.png
T1_attached_accessory,cat_crown,Cat crown,12,adaptive_full_generic_support,Generic support,adaptive_full_generic_support,outputs/pretty_matrix/cat_crown/adaptive_full_generic_support/seed_12/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/adaptive_full_generic_support/seed_12/result.png
T1_attached_accessory,cat_crown,Cat crown,12,flowedit,FlowEdit,flowedit,outputs/e2_t1_t4_baseline_matrix/cat_crown/flowedit/seed_12/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/flowedit/seed_12/result.png
T1_attached_accessory,cat_crown,Cat crown,12,splitflow,SplitFlow,splitflow,outputs/e2_t1_t4_baseline_matrix/cat_crown/splitflow/seed_12/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/splitflow/seed_12/result.png
T1_attached_accessory,cat_crown,Cat crown,12,sam_flow_sd3,Sam-Flow-SD3,sam_flow_sd3,outputs/e2_t1_t4_baseline_matrix/cat_crown/sam_flow_sd3/seed_12/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/sam_flow_sd3/seed_12/result.png
T1_attached_accessory,cat_crown,Cat crown,12,fireflow,FireFlow,fireflow,outputs/e2_t1_t4_baseline_matrix/cat_crown/fireflow/seed_12/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/fireflow/seed_12/result.png
T1_attached_accessory,cat_crown,Cat crown,12,rf_solver_edit,RF-Solver-Edit,rf_solver_edit,outputs/e2_t1_t4_baseline_matrix/cat_crown/rf_solver_edit/seed_12/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/rf_solver_edit/seed_12/result.png
T1_attached_accessory,cat_crown,Cat crown,12,reflex,ReFlex,reflex,outputs/e2_t1_t4_baseline_matrix/cat_crown/reflex/seed_12/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/reflex/seed_12/result.png
T1_attached_accessory,cat_crown,Cat crown,12,sam_flow_flux,Sam-Flow-FLUX,sam_flow_flux,outputs/e2_t1_t4_baseline_matrix/cat_crown/sam_flow_flux/seed_12/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/cat_crown/sam_flow_flux/seed_12/result.png
T1_attached_accessory,cat_crown,Cat crown,12,support_v3_fixed,Fixed DeCE,support_v3_fixed,outputs/pretty_matrix/cat_crown/support_v3_fixed/seed_12/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/cat_crown/support_v3_fixed/seed_12/result.png
T1_attached_accessory,cat_crown,Cat crown,12,support_v3_controller_rmsgap,DeCE-RF,support_v3_controller_rmsgap_t1t4_3seed_20260609,outputs/pretty_matrix/cat_crown/support_v3_controller_rmsgap_t1t4_3seed_20260609/seed_12/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/cat_crown.png,formal T1-T4 three-seed DeCE-RF rerun,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/phase2_selected_metric_refresh_20260612/cat_crown/support_v3_controller_rmsgap/seed_12/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,10,base_only,RF recon,base_only,outputs/pretty_matrix/dog_bow_tie_phase2/base_only/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/base_only/seed_10/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,10,direct_target,Direct target,direct_target,outputs/pretty_matrix/dog_bow_tie_phase2/direct_target/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/direct_target/seed_10/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,10,adaptive_full_generic_support,Generic support,adaptive_full_generic_support,outputs/pretty_matrix/dog_bow_tie_phase2/adaptive_full_generic_support/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/adaptive_full_generic_support/seed_10/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,10,flowedit,FlowEdit,flowedit,outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/flowedit/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/flowedit/seed_10/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,10,splitflow,SplitFlow,splitflow,outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/splitflow/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/splitflow/seed_10/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,10,sam_flow_sd3,Sam-Flow-SD3,sam_flow_sd3,outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/sam_flow_sd3/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/sam_flow_sd3/seed_10/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,10,fireflow,FireFlow,fireflow,outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/fireflow/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/fireflow/seed_10/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,10,rf_solver_edit,RF-Solver-Edit,rf_solver_edit,outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/rf_solver_edit/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/rf_solver_edit/seed_10/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,10,reflex,ReFlex,reflex,outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/reflex/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/reflex/seed_10/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,10,sam_flow_flux,Sam-Flow-FLUX,sam_flow_flux,outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/sam_flow_flux/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/sam_flow_flux/seed_10/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,10,support_v3_fixed,Fixed DeCE,support_v3_fixed,outputs/pretty_matrix/dog_bow_tie_phase2/support_v3_fixed/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/support_v3_fixed/seed_10/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,10,support_v3_controller_rmsgap,DeCE-RF,support_v3_controller_rmsgap_t1t4_3seed_20260609,outputs/pretty_matrix/dog_bow_tie_phase2/support_v3_controller_rmsgap_t1t4_3seed_20260609/seed_10/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,formal T1-T4 three-seed DeCE-RF rerun,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/phase2_selected_metric_refresh_20260612/dog_bow_tie_phase2/support_v3_controller_rmsgap/seed_10/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,11,base_only,RF recon,base_only,outputs/pretty_matrix/dog_bow_tie_phase2/base_only/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/base_only/seed_11/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,11,direct_target,Direct target,direct_target,outputs/pretty_matrix/dog_bow_tie_phase2/direct_target/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/direct_target/seed_11/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,11,adaptive_full_generic_support,Generic support,adaptive_full_generic_support,outputs/pretty_matrix/dog_bow_tie_phase2/adaptive_full_generic_support/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/phase2_internal_bg_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/pretty_matrix/dog_bow_tie_phase2/adaptive_full_generic_support/seed_11/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,11,flowedit,FlowEdit,flowedit,outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/flowedit/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/flowedit/seed_11/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,11,splitflow,SplitFlow,splitflow,outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/splitflow/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/splitflow/seed_11/result.png
T1_attached_accessory,dog_bow_tie_phase2,Dog bow tie,11,sam_flow_sd3,Sam-Flow-SD3,sam_flow_sd3,outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/sam_flow_sd3/seed_11/result.png,experiments/support_v3_2026-06-02/normalized_512/sources/dog_bow_tie_phase2.png,canonical method directory,aligned,selected image matches metric row result_image,experiments/support_v3_2026-06-02/e2_t1_t4_baseline_fixed_mask_metrics.csv,/cluster/users/grad/2025/25t8103/project/outputs/e2_t1_t4_baseline_matrix/dog_bow_tie_phase2/sam_flow_sd3/seed_11/result.png
