avg_beta_t,avg_cos_anchor_region,avg_cos_base_anchor,avg_cos_base_region,avg_cos_rec_base,avg_cos_rec_edit_total,avg_edit_norm,avg_mask_area,avg_rec_energy,avg_rec_norm,bg_dilate_px,bg_dino_source,bg_l1,bg_mask_area,bg_psnr,bg_ssim,bg_ssim_luma,clip_direction_similarity,clip_image_source_similarity,clip_source_score,clip_t,clip_target_minus_source,clip_target_score,complete,dilated_edit_mask_area,dino_source_similarity,edit_score,eval_mask_area,failure_flag,failure_note,fill_texture_ratio,final_mask_area,fixed_eval_mask_area,inside_blue_ratio,inside_l1,inside_mask_l1,inside_mask_psnr,inside_mask_rmse,inside_texture_energy,local_clip_prompt,local_clip_source_score,local_clip_t,local_clip_t_full_prompt,local_clip_target_minus_source,local_clip_target_score,local_crop_box,mask_path,mask_source,max_beta_t,max_edit_norm,max_rec_energy,max_rec_norm,method,method_display,missing,outside_l1,outside_mask_l1,outside_mask_psnr,outside_mask_rmse,peak_gpu_memory_gb,result_image,ring_texture_energy,run,runtime_seconds,seed,source_image,source_l1,source_prompt,source_psnr,source_rmse,source_ssim,source_ssim_luma,target_prompt,task
1.0,0.9276187916596731,1.0000000099341075,0.9276188140114149,-0.4810360123713811,-0.0006510838202302693,51.898045818010964,0.0498511902987957,0.019151380115848344,16.466402769088745,31,0.9788342714309692,0.05256907269358635,0.8890206473214286,20.716731068285522,0.5518670678138733,0.5518670678138733,0.08888035267591476,0.9315619468688965,0.26164597272872925,0.277208536863327,0.015562564134597778,0.277208536863327,True,0.11097935267857142,0.8325383067131042,0.015562564134597778,0.06596447172619048,,,0.8161664840745442,0.0498511902987957,,0.7304370814240395,0.11106181889772415,0.11106181889772415,15.572133016502782,0.16649199188651967,9.354043960571289,a red apple inside a bowl,0.29282620549201965,0.23597835004329681,0.30498433113098145,0.012158125638961792,0.30498433113098145,"155,107,341,293",outputs/sd3_selected_eval_tree_20260616/bowl_apple_inside/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,run_mask,1.0,96.03804016113281,0.050993435084819794,32.436363220214844,support_v3_controller_rmsgap,DeCE-RF,,0.05303502827882767,0.05303502827882767,20.638335349268175,0.092914444024754,13.382582664489746,outputs/sd3_selected_eval_tree_20260616/bowl_apple_inside/support_v3_controller_rmsgap/seed_10/result.png,11.46095085144043,bowl_apple_inside/support_v3_controller_rmsgap/seed_10,31.467602779001027,10,/cluster/users/grad/2025/25t8103/project/data/pretty_free_candidates/pexels_empty_ceramic_bowl_phase1.jpg,0.056862737983465195,"A top-down photo of an empty blue ceramic bowl on a wooden board in a tidy table setting, with no fruit inside the bowl.",20.047103774385988,0.09945916556048238,0.5362453909601593,0.5362453909601593,"A top-down photo of the same blue ceramic bowl on the same wooden board, with one small red apple centered inside the bowl, while the bowl, board, tableware, leaves, and background remain unchanged.",bowl_apple_inside
1.0,0.9354957342147827,1.0,0.9354957515994707,-0.4585974769045909,-0.001783110146789113,41.357947727044426,0.0334821417927742,0.01310335483867675,11.844496289889017,31,0.9578431248664856,0.02595931850373745,0.91455078125,26.02345001974311,0.7473562359809875,0.7473562359809875,0.15298742055892944,0.9467034339904785,0.3060210943222046,0.29846686124801636,-0.007554233074188232,0.29846686124801636,True,0.08544921875,0.7588343620300293,-0.007554233074188232,0.04603794642857143,,,0.5593588554735232,0.0334821417927742,,0.0,0.10764210671186447,0.10764210671186447,16.768130691688995,0.14507529602620425,7.025125503540039,a yellow lemon inside a wooden bowl,0.25968804955482483,0.28354036808013916,0.2871887683868408,0.02750071883201599,0.2871887683868408,"0,45,171,211",outputs/sd3_selected_eval_tree_20260616/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,run_mask,1.0,133.22019958496094,0.0386340357363224,24.084535598754883,support_v3_controller_rmsgap,DeCE-RF,,0.02746395580470562,0.02746395580470562,25.630738209571483,0.052295351872604146,13.382582664489746,outputs/sd3_selected_eval_tree_20260616/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_10/result.png,12.559246063232422,brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_10,31.605033358999208,10,/cluster/users/grad/2025/25t8103/project/data/phase2_candidates/pexels_wooden_bowls_topdown_6962757.jpg,0.031155195087194443,A top-down photo of a small empty wooden bowl on a pale wooden table beside a larger wooden bowl and folded cloth.,24.46377552788136,0.05981515377957778,0.7392964563896803,0.7392964563896803,"A top-down photo of the same small wooden bowl on the same pale wooden table, with one small yellow lemon wedge centered inside the small bowl, while the bowls, table, folded cloth, lighting, and background remain unchanged.",brown_bowl_lemon_phase2
1.0,0.9284804041186968,1.000000002483527,0.9284803941845894,-0.4868350438773632,-1.4274385047012098e-05,46.78253038724264,0.015625,0.026382879509280126,20.711304187774658,31,0.9789196252822876,0.053684741258621216,0.9544735863095238,20.162839984463044,0.655531108379364,0.655531108379364,0.18914717435836792,0.8740462064743042,0.20630621910095215,0.2690773010253906,0.06277108192443848,0.2690773010253906,True,0.04552641369047619,0.9694455862045288,0.06277108192443848,0.025472005208333332,,,1.9630455671653273,0.015625,,0.06732085805568233,0.15640276670455933,0.15640276670455933,12.807464919518626,0.22888996567593092,14.041340827941895,a small golden crown on a cat's head,0.17016972601413727,0.2921523153781891,0.2576117515563965,0.08744202554225922,0.2576117515563965,"174,0,290,90",outputs/sd3_selected_eval_tree_20260616/cat_crown/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,run_mask,1.0,99.31346130371094,0.08544035255908966,48.33605194091797,support_v3_controller_rmsgap,DeCE-RF,,0.0533013679087162,0.0533013679087162,20.207733688255196,0.09763675018175737,13.382913589477539,outputs/sd3_selected_eval_tree_20260616/cat_crown/support_v3_controller_rmsgap/seed_10/result.png,7.152834892272949,cat_crown/support_v3_controller_rmsgap/seed_10,56.12170172900005,10,/cluster/users/grad/2025/25t8103/project/data/paper_images/cat_sitting_in_grass.jpg,0.05592755973339081,A photo of a cat sitting in grass.,19.736871596028998,0.10307573022933016,0.6547946153559323,0.6547946153559323,"A photo of the same cat sitting in the same grass, wearing a small golden crown centered on top of its head between the ears.",cat_crown
1.0,0.9310315176844597,1.0000000223517418,0.9310314903656641,-0.508110245068868,-0.0009493128794323032,50.707815527915955,0.0691964328289032,0.018367822805885226,16.27909525235494,31,0.9803712964057922,0.059470564126968384,0.8529227120535714,20.700138333645683,0.4734637439250946,0.4734637439250946,0.29636821150779724,0.9228788018226624,0.239383265376091,0.31179219484329224,0.07240892946720123,0.31179219484329224,True,0.14707728794642858,0.8928829431533813,0.07240892946720123,0.08901832217261904,,,1.1417738106780175,0.0691964328289032,,0.011100953375995821,0.17889727652072906,0.17889727652072906,12.09283695077037,0.24851817314714753,10.444790840148926,a red bow tie on a dog's neck,0.23859551548957825,0.29373639822006226,0.3111931085586548,0.07259759306907654,0.3111931085586548,"8,125,299,355",outputs/sd3_selected_eval_tree_20260616/dog_bow_tie_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,run_mask,1.0,123.0965347290039,0.04754924401640892,31.000043869018555,support_v3_controller_rmsgap,DeCE-RF,,0.060276202857494354,0.060276202857494354,20.662725418669716,0.09265390525829514,13.382933616638184,outputs/sd3_selected_eval_tree_20260616/dog_bow_tie_phase2/support_v3_controller_rmsgap/seed_10/result.png,9.147863388061523,dog_bow_tie_phase2/support_v3_controller_rmsgap/seed_10,55.71165374699922,10,/cluster/users/grad/2025/25t8103/project/data/paper_images/dog_sitting_cc0.jpg,0.0708356574177742,A photo of a shaggy grey and white dog sitting in grass.,18.75546825451022,0.11540552134817089,0.44563581604871866,0.44563581604871866,"A photo of the same shaggy grey and white dog sitting in the same grass, wearing a small red bow tie attached at the front of its neck, while the dog, grass, pose, and background remain unchanged.",dog_bow_tie_phase2
1.0,0.9328243136405945,1.0000000074505806,0.9328243310252825,-0.3804222842057546,-0.002542851221126815,89.64489885171254,0.22077547013759613,0.015197165276428374,14.710633675257364,31,0.990659236907959,0.05232199653983116,0.6267315899884259,21.794141572213523,0.4899213910102844,0.4899213910102844,0.22525838017463684,0.864537239074707,0.20163777470588684,0.27205753326416016,0.07041975855827332,0.27205753326416016,True,0.37326841001157407,0.9004974961280823,0.07041975855827332,0.27086498119212965,,,0.9744187577724376,0.22077547013759613,,0.004573450618417319,0.08256711065769196,0.08256711065769196,17.734254374341546,0.12980376254454445,9.780813217163086,black sunglasses on a dog's face,0.21353907883167267,0.2818811237812042,0.27346551418304443,0.059926435351371765,0.27346551418304443,"0,0,512,362",outputs/sd3_selected_eval_tree_20260616/dog_front_sunglasses_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,run_mask,1.0,239.25411987304688,0.036935314536094666,26.629667282104492,support_v3_controller_rmsgap,DeCE-RF,,0.053239621222019196,0.053239621222019196,21.37297017715379,0.08537908400612067,14.485894203186035,outputs/sd3_selected_eval_tree_20260616/dog_front_sunglasses_phase2/support_v3_controller_rmsgap/seed_10/result.png,10.03758716583252,dog_front_sunglasses_phase2/support_v3_controller_rmsgap/seed_10,56.872274950001156,10,/cluster/users/grad/2025/25t8103/project/data/pretty_free_candidates/commons_dog_front_medusa.jpg,0.06118341162800789,A close-up front-facing portrait of a dog indoors.,20.052912922044918,0.09939266922702628,0.4747179030248697,0.4747179030248697,"A close-up front-facing portrait of the same dog wearing black sunglasses aligned across both eyes indoors, while the dog face, ears, fur, nose, floor, and lighting remain unchanged.",dog_front_sunglasses_phase2
1.0,0.9321003705263138,0.9999999726812044,0.9321003506580988,-0.34872584805513424,-5.262756450482205e-06,20.400199194749195,0.1026785746216774,0.003976403037086129,15.71079663435618,31,0.9956799149513245,0.0034548789262771606,0.8978736514136905,41.051686199862665,0.989517331123352,0.989517331123352,0.28870609402656555,0.9739573001861572,0.2958424985408783,0.32008227705955505,0.024239778518676758,0.32008227705955505,True,0.10212634858630952,0.9110968112945557,0.024239778518676758,0.05275762648809524,,,1.8044222653889466,0.1026785746216774,,0.0,0.3548106849193573,0.3548106849193573,7.501981665068663,0.42160030534808307,4.08923864364624,an orange mug,0.2793341875076294,0.2885969877243042,0.32210004329681396,0.04276585578918457,0.32210004329681396,"35,267,245,469",outputs/sd3_selected_eval_tree_20260616/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,run_mask,1.0,62.130985260009766,0.013750034384429455,32.910438537597656,support_v3_controller_rmsgap,DeCE-RF,,0.0044566188007593155,0.0044566188007593155,35.40836870218227,0.016966082125012535,13.417665958404541,outputs/sd3_selected_eval_tree_20260616/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_10/result.png,2.2662315368652344,green_mug_orange_phase2/support_v3_controller_rmsgap/seed_10,38.65453093399992,10,/cluster/users/grad/2025/25t8103/project/data/pretty_free_candidates/pexels_green_mug_marble_7828522.jpg,0.022940464317798615,A studio photo of a plain green ceramic mug on a white marble block against a pink background.,20.154654608427425,0.0982352307399018,0.9823553548220473,0.9823553548220473,"A studio photo of the same plain ceramic mug on the same white marble block against the same pink background, with only the mug color changed from green to orange.",green_mug_orange_phase2
1.0,0.9080858007073402,0.9999999975164732,0.9080857957402865,-0.43748198946317035,7.3168861331486075e-09,34.75441642602285,0.0096726194024086,0.0074213249802899854,18.80986479918162,31,0.9870030879974365,0.006547924596816301,0.9249674479166666,34.459426074054875,0.9647033214569092,0.9647033214569092,0.22528637945652008,0.8576595783233643,0.26200008392333984,0.32572776079177856,0.06372767686843872,0.32572776079177856,True,0.07503255208333333,0.8214644193649292,0.06372767686843872,0.034946986607142856,,,1.4503819165328102,0.0096726194024086,,0.00249500998003992,0.13738928735256195,0.13738928735256195,10.2095611293026,0.3086895612874541,3.138983726501465,a red heart on a white mug,0.2296699583530426,0.2882654070854187,0.32835111021995544,0.09868115186691284,0.32835111021995544,"182,86,322,242",outputs/sd3_selected_eval_tree_20260616/mug_heart/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,run_mask,1.0,165.9480743408203,0.0163195189088583,27.98194694519043,support_v3_controller_rmsgap,DeCE-RF,,0.007866001687943935,0.007866001687943935,29.023299786412235,0.03538628823453969,12.228387355804443,outputs/sd3_selected_eval_tree_20260616/mug_heart/support_v3_controller_rmsgap/seed_10/result.png,2.1642463207244873,mug_heart/support_v3_controller_rmsgap/seed_10,48.24358635395765,10,/cluster/users/grad/2025/25t8103/project/data/pretty_free_candidates/pexels_white_mug_6312107.jpg,0.01239245105534792,A minimalist photo of a plain white ceramic mug on a grey background.,23.430874167644923,0.0673684090962868,0.955434208847868,0.955434208847868,"A minimalist photo of the same white ceramic mug with a small flat hard-edged solid red heart decal printed cleanly on the front, with sharp printed edges and no glow or blur, while the mug shape, handle, highlights, bottom shadow, grey background, and lighting remain unchanged.",mug_heart
1.0,0.93160496900479,1.0000000124176343,0.9316049565871557,-0.411201527963082,-5.249542023951411e-05,60.61014620463053,0.0956101194024086,0.012021102685442505,24.70545196533203,31,0.9989719390869141,0.0009912659879773855,0.8341878255208334,47.54781308712174,0.9981864094734192,0.9981864094734192,0.062368568032979965,0.9729740619659424,0.24316424131393433,0.2717205882072449,0.028556346893310547,0.2717205882072449,True,0.16581217447916666,0.9688584804534912,0.028556346893310547,0.10503278459821429,,,1.5305734883956927,0.0956101194024086,,0.0,0.023679163306951523,0.023679163306951523,28.710857870027052,0.03668234629891921,7.364565372467041,a cable-knit pillow,0.2343909740447998,0.25326499342918396,0.2586871087551117,0.02429613471031189,0.2586871087551117,"44,60,340,316",outputs/sd3_selected_eval_tree_20260616/pillow_same_color_cable_knit/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,run_mask,1.0,164.33177185058594,0.03295525908470154,41.641788482666016,support_v3_controller_rmsgap,DeCE-RF,,0.0016978869680315256,0.0016978869680315256,42.251121414781764,0.00771691877829843,13.403027057647705,outputs/sd3_selected_eval_tree_20260616/pillow_same_color_cable_knit/support_v3_controller_rmsgap/seed_10/result.png,4.811637878417969,pillow_same_color_cable_knit/support_v3_controller_rmsgap/seed_10,60.43189133700798,10,/cluster/users/grad/2025/25t8103/project/data/phase2_candidates/pexels_white_pillow_brown_sofa_6312089.jpg,0.004006642382591963,A cozy living room photo with a plain white pillow on a brown sofa.,37.10795632147258,0.01395089865795083,0.9609039435775231,0.9609039435775231,"A photo of the same white pillow on the same brown sofa, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, outline, lighting, sofa, background, and the rest of the scene.",pillow_same_color_cable_knit
1.0,0.9454739217956861,1.0000000223517418,0.9454739863673846,-0.380697850137949,-0.00046226349066576705,41.885666847229004,0.02678571455180645,0.01424325090192724,25.14895025889079,31,0.9994066953659058,0.0011492957128211856,0.9110398065476191,51.78419489098471,0.9977642297744751,0.9977642297744751,-0.00915899034589529,0.993172824382782,0.28433600068092346,0.26337292790412903,-0.020963072776794434,0.26337292790412903,True,0.08896019345238096,0.9914085865020752,-0.020963072776794434,0.049548921130952384,,,1.6123525775558374,0.02678571455180645,,0.001290473955889254,0.015803281217813492,0.015803281217813492,32.079990057526274,0.024888601672033047,8.971159934997559,a cable-knit pillow on an armchair,0.3286459743976593,0.2970373034477234,0.31217119097709656,-0.016474783420562744,0.31217119097709656,"203,51,389,213",outputs/sd3_selected_eval_tree_20260616/pillow_same_color_cable_knit_armchair/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,run_mask,1.0,162.4899139404297,0.04995715618133545,52.80045700073242,support_v3_controller_rmsgap,DeCE-RF,,0.0011754375882446766,0.0011754375882446766,51.356063314096076,0.0027051841507359665,13.403027057647705,outputs/sd3_selected_eval_tree_20260616/pillow_same_color_cable_knit_armchair/support_v3_controller_rmsgap/seed_10/result.png,5.564018726348877,pillow_same_color_cable_knit_armchair/support_v3_controller_rmsgap/seed_10,62.80406416600454,10,/cluster/users/grad/2025/25t8103/project/data/phase2_candidates/pexels_green_chair_white_pillow_6312055.jpg,0.0019002316985279322,A photo of a plain white throw pillow centered on a green velvet armchair against a tiled wall.,44.24256681801538,0.006135806555644104,0.9877694778499532,0.9877694778499532,"A photo of the same plain white throw pillow on the same green velvet armchair, with the entire pillow surface changed into same-color white chunky cable-knit fabric with thick braided knitted columns, while preserving the pillow shape, seams, shadows, chair, tiled wall, floor, and the rest of the scene.",pillow_same_color_cable_knit_armchair
1.0,0.9385117913285891,1.0000000248352687,0.9385118087132772,-0.40133823081851006,-7.370777814230678e-05,47.985990126927696,0.0628720223903656,0.013497347278947322,21.757943749427795,31,0.9989537000656128,0.001806441810913384,0.8898111979166666,50.061207075176206,0.9961293935775757,0.9961293935775757,0.07607144117355347,0.9964553117752075,0.23224350810050964,0.20576325058937073,-0.026480257511138916,0.20576325058937073,True,0.11018880208333333,0.9880422949790955,-0.026480257511138916,0.06554594494047619,,,0.9777163821305738,0.0628720223903656,,0.0,0.029423009604215622,0.029423009604215622,27.845359191204363,0.0405258413978542,7.909789085388184,a grey cable-knit pillow,0.2532031238079071,0.25503647327423096,0.27462565898895264,0.021422535181045532,0.27462565898895264,"99,211,323,397",outputs/sd3_selected_eval_tree_20260616/pillow_same_color_cable_knit_grey/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,run_mask,1.0,155.7730255126953,0.041678667068481445,41.944087982177734,support_v3_controller_rmsgap,DeCE-RF,,0.0023239136207848787,0.0023239136207848787,43.17858251856832,0.0069353897789101995,13.403027057647705,outputs/sd3_selected_eval_tree_20260616/pillow_same_color_cable_knit_grey/support_v3_controller_rmsgap/seed_10/result.png,8.090065002441406,pillow_same_color_cable_knit_grey/support_v3_controller_rmsgap/seed_10,60.693294797994895,10,/cluster/users/grad/2025/25t8103/project/data/pretty_free_candidates/pexels_plain_pillow_sofa_phase1.jpg,0.004100149497389793,"A cozy living room photo with a plain dark grey pillow on a rattan-backed sofa beside a wooden table, soft natural light, and a simple home interior.",38.16457275815124,0.012352969299833538,0.959781805144926,0.959781805144926,"A photo of the same plain dark grey pillow on the same rattan-backed sofa, with the entire pillow surface uniformly changed into same-color dark grey chunky cable-knit fabric, the same thick braided knitted columns covering every part of the pillow including the brightly lit left side, while preserving the pillow shape, outline, lighting, sofa, table, wall, and the rest of the scene.",pillow_same_color_cable_knit_grey
